Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_026428255.1	1218494	SAMN21529764	PRJNA224116	Lactobacillus helsingborgensis	Lactobacillus helsingborgensis	Lactobacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026428275.1	2944252	SAMN28236375	PRJNA224116	Pseudomonas sp. B111	Pseudomonas sp. B111	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026428295.1	40324	SAMN09720998	PRJNA224116	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Stenotrophomonas|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026428315.1	303	SAMN16439404	PRJNA224116	Pseudomonas putida	Pseudomonas putida	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026428335.1	380021	SAMN16439405	PRJNA224116	Pseudomonas protegens	Pseudomonas protegens	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026430575.1	29388	SAMN31437481	PRJNA224116	Staphylococcus capitis	Staphylococcus capitis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435115.1	29486	SAMN28879013	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435135.1	29486	SAMN28879012	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435155.1	29486	SAMN28879011	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435175.1	29486	SAMN28879010	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435195.1	29486	SAMN28879009	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435215.1	29486	SAMN28879008	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435235.1	29486	SAMN28879007	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435255.1	29486	SAMN28879006	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435275.1	29486	SAMN28879005	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435295.1	29486	SAMN28879004	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435315.1	29486	SAMN28879003	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435335.1	29486	SAMN28879002	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435495.1	29486	SAMN28879001	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435655.1	29486	SAMN28879000	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026435835.1	29486	SAMN28878999	PRJNA224116	Yersinia ruckeri	Yersinia ruckeri	Yersinia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Yersinia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026506315.1	562	SAMN28550362	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026506335.1	562	SAMN28550361	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026506355.1	562	SAMN28550360	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026506375.1	562	SAMN28550359	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026506395.1	562	SAMN28550358	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026506415.1	562	SAMN28550357	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026526975.1	546	SAMN31929640	PRJNA224116	Citrobacter freundii	Citrobacter freundii	Citrobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Citrobacter|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026546985.1	1280	SAMN27760544	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547005.1	1280	SAMN27760543	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547035.1	1280	SAMN27760542	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547055.1	1280	SAMN27760541	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547075.1	1280	SAMN27760540	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547095.1	1280	SAMN27760539	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547145.1	1280	SAMN27760538	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547185.1	1280	SAMN27760537	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547205.1	2980027	SAMN30662556	PRJNA224116	Fervidibacillus halotolerans	Fervidibacillus halotolerans	Caldibacillus (genus) and Bacillaceae (family)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Caldibacillus|genus|||Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026547225.1	2980026	SAMN30662555	PRJNA224116	Fervidibacillus albus	Fervidibacillus albus	Caldibacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Caldibacillus|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026559675.1	82380	SAMN26369316	PRJNA224116	Microbacterium oxydans	Microbacterium oxydans	Microbacterium (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Microbacteriaceae|family; Microbacterium|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026559715.1	1392	SAMN31227697	PRJNA224116	Bacillus anthracis	Bacillus anthracis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		11				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026559735.1	1392	SAMN31227700	PRJNA224116	Bacillus anthracis	Bacillus anthracis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		11				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026559755.1	1392	SAMN31227705	PRJNA224116	Bacillus anthracis	Bacillus anthracis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		11				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026559775.1	1392	SAMN31227706	PRJNA224116	Bacillus anthracis	Bacillus anthracis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		11				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026559795.1	1392	SAMN31227707	PRJNA224116	Bacillus anthracis	Bacillus anthracis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		11				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026572315.1	29519	SAMN18753451	PRJNA224116	Borreliella garinii	Borreliella garinii	Borrelia (genus)			Bacteria|domain; Spirochaetota|phylum; Spirochaetia|class; Spirochaetales|order; Borreliaceae|family; Borrelia|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026572355.1	29519	SAMN18753449	PRJNA224116	Borreliella garinii	Borreliella garinii	Borrelia (genus)			Bacteria|domain; Spirochaetota|phylum; Spirochaetia|class; Spirochaetales|order; Borreliaceae|family; Borrelia|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625025.1	1076	SAMN31769028	PRJNA224116	Rhodopseudomonas palustris	Rhodopseudomonas palustris	Rhodopseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Bradyrhizobiaceae|family; Rhodopseudomonas|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625045.1	2994971	SAMN31691393	PRJNA224116	Microcella daejeonensis	Microcella daejeonensis	Microcella (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Microbacteriaceae|family; Microcella|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625065.1	2994971	SAMN31709937	PRJNA224116	Microcella daejeonensis	Microcella daejeonensis	Microcella (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Microbacteriaceae|family; Microcella|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625085.1	549	SAMN31782636	PRJNA224116	Pantoea agglomerans	Pantoea agglomerans	Pantoea (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Erwiniaceae|family; Pantoea|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625105.1	53408	SAMN31808192	PRJNA224116	Pseudomonas citronellolis	Pseudomonas citronellolis	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625125.1	303	SAMN31812102	PRJNA224116	Pseudomonas putida	Pseudomonas putida	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625145.1	2980107	SAMN30942755	PRJNA224116	Lacinutrix neustonica	Lacinutrix neustonica	Lacinutrix (genus)			Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Flavobacteriaceae|family; Lacinutrix|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625205.1	1280	SAMN31523629	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625225.1	1280	SAMN31523630	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625245.1	1280	SAMN31523631	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625265.1	1280	SAMN31523632	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625285.1	1280	SAMN31523633	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026625305.1	1280	SAMN31523634	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
